3827.39,	
3798.27,	
3745.43,	
3658.58,	
3527.26,	
3342.88,	
3101.03,	
2803.48,	
2459.39,	
2084.86,	
1700.9,	
1330.11,	
992.89,	
704.27,	
472.15,	
297.14,	
173.98,	
93.6,	
45.44,	
19.38,	
6.96,	
1.97,	
0.38,	
0.04,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0.02,	
0.23,	
1.37,	
5.23,	
15.31,	
37.29,	
79.07,	
150.48,	
262.1,	
423.58,	
641.35,	
916.41,	
1242.73,	
1606.94,	
1989.72,	
2368.67,	
2722.05,	
3032.26,	
3288.36,	
3486.78,	
3630.56,	
3727.5,	
3787.77,	
3821.87,	
3839.08,	
3846.55,	
3849.2,	
3849.89,	
3849.99,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3849.94,	
3849.48,	
3847.52,	
3841.61,	
3827.39,	
3798.27,	
3745.43,	
3658.58,	
3527.26,	
3342.88,	
3101.03,	
2803.48,	
2459.39,	
2084.86,	
1700.9,	
1330.11,	
992.89,	
704.27,	
472.15,	
297.14,	
173.98,	
93.6,	
45.44,	
19.38,	
6.96,	
1.97,	
0.38,	
0.04,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0.02,	
0.23,	
1.37,	
5.23,	
15.31,	
37.29,	
79.07,	
150.48,	
262.1,	
423.58,	
641.35,	
916.41,	
1242.73,	
1606.94,	
1989.72,	
2368.67,	
2722.05,	
3032.26,	
3288.36,	
3486.78,	
3630.56,	
3727.5,	
3787.77,	
3821.87,	
3839.08,	
3846.55,	
3849.2,	
3849.89,	
3849.99,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3849.94,	
3849.48,	
3847.52,	
3841.61,	
3827.39,	
3798.27,	
3745.43,	
3658.58,	
3527.26,	
3342.88,	
3101.03,	
2803.48,	
2459.39,	
2084.86,	
1700.9,	
1330.11,	
992.89,	
704.27,	
472.15,	
297.14,	
173.98,	
93.6,	
45.44,	
19.38,	
6.96,	
1.97,	
0.38,	
0.04,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0.02,	
0.23,	
1.37,	
5.23,	
15.31,	
37.29,	
79.07,	
150.48,	
262.1,	
423.58,	
641.35,	
916.41,	
1242.73,	
1606.94,	
1989.72,	
2368.67,	
2722.05,	
3032.26,	
3288.36,	
3486.78,	
3630.56,	
3727.5,	
3787.77,	
3821.87,	
3839.08,	
3846.55,	
3849.2,	
3849.89,	
3849.99,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3849.94,	
3849.48,	
3847.52,	
3841.61,	
3827.39,	
3798.27,	
3745.43,	
3658.58,	
3527.26,	
3342.88,	
3101.03,	
2803.48,	
2459.39,	
2084.86,	
1700.9,	
1330.11,	
992.89,	
704.27,	
472.15,	
297.14,	
173.98,	
93.6,	
45.44,	
19.38,	
6.96,	
1.97,	
0.38,	
0.04,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0.02,	
0.23,	
1.37,	
5.23,	
15.31,	
37.29,	
79.07,	
150.48,	
262.1,	
423.58,	
641.35,	
916.41,	
1242.73,	
1606.94,	
1989.72,	
2368.67,	
2722.05,	
3032.26,	
3288.36,	
3486.78,	
3630.56,	
3727.5,	
3787.77,	
3821.87,	
3839.08,	
3846.55,	
3849.2,	
3704.63,	Pressure not high enough
3704.63,	Pressure not high enough
3704.63,	Pressure not high enough
3704.63,	Pressure not high enough
3704.63,	Pressure not high enough
3704.63,	Pressure not high enough
3704.63,	Pressure not high enough
3704.63,	Pressure not high enough
3704.63,	Pressure not high enough
3704.63,	Pressure not high enough
3704.63,	Pressure not high enough
3704.63,	Pressure not high enough
3704.63,	Pressure not high enough
3704.63,	Pressure not high enough
3704.63,	Pressure not high enough
3704.63,	Pressure not high enough
3704.63,	Pressure not high enough
3704.63,	Pressure not high enough
3704.63,	Pressure not high enough
3704.63,	Pressure not high enough
3704.63,	Pressure not high enough
3704.63,	Pressure not high enough
3704.63,	Pressure not high enough
3704.63,	Pressure not high enough
3704.63,	Pressure not high enough
3704.63,	Pressure not high enough
3849.48,	
3847.52,	
3841.61,	
3827.39,	
3798.27,	
3745.43,	
3658.58,	
3527.26,	
3342.88,	
3101.03,	
2803.48,	
2459.39,	
2084.86,	
1700.9,	
1330.11,	
992.89,	
704.27,	
472.15,	
297.14,	
173.98,	
93.6,	
45.44,	
19.38,	
6.96,	
1.97,	
0.38,	
0.04,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0.02,	
0.23,	
1.37,	
5.23,	
15.31,	
37.29,	
79.07,	
150.48,	
262.1,	
423.58,	
641.35,	
916.41,	
1242.73,	
1606.94,	
1989.72,	
2368.67,	
2722.05,	
3032.26,	
3288.36,	
3486.78,	
3630.56,	
3727.5,	
3787.77,	
3821.87,	
3839.08,	
3846.55,	
3849.2,	
3844.47,	Pressure not high enough
3844.47,	Pressure not high enough
3844.47,	Pressure not high enough
3844.47,	Pressure not high enough
3844.47,	Pressure not high enough
3844.47,	Pressure not high enough
3844.47,	Pressure not high enough
3844.47,	Pressure not high enough
3844.47,	Pressure not high enough
3844.47,	Pressure not high enough
3844.47,	Pressure not high enough
3844.47,	Pressure not high enough
3844.47,	Pressure not high enough
3844.47,	Pressure not high enough
3844.47,	Pressure not high enough
3844.47,	Pressure not high enough
3844.47,	Pressure not high enough
3844.47,	Pressure not high enough
3844.47,	Pressure not high enough
3844.47,	Pressure not high enough
3844.47,	Pressure not high enough
3844.47,	Pressure not high enough
3844.47,	Pressure not high enough
3844.47,	Pressure not high enough
3844.47,	Pressure not high enough
3844.47,	Pressure not high enough
3849.48,	
3847.52,	
3841.61,	
3827.39,	
3798.27,	
3745.43,	
3658.58,	
3527.26,	
3342.88,	
3101.03,	
2803.48,	
2459.39,	
2084.86,	
1700.9,	
1330.11,	
992.89,	
704.27,	
472.15,	
297.14,	
173.98,	
93.6,	
45.44,	
19.38,	
6.96,	
1.97,	
0.38,	
0.04,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0.02,	
0.23,	
1.37,	
5.23,	
15.31,	
37.29,	
79.07,	
150.48,	
262.1,	
423.58,	
641.35,	
916.41,	
1242.73,	
1606.94,	
1989.72,	
2368.67,	
2722.05,	
3032.26,	
3288.36,	
3486.78,	
3630.56,	
3727.5,	
3787.77,	
3821.87,	
3839.08,	
3846.55,	
3849.2,	
3849.89,	
3849.99,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3849.94,	
3849.48,	
3847.52,	
3841.61,	
3827.39,	
3798.27,	
3745.43,	
3658.58,	
3527.26,	
3342.88,	
3101.03,	
2803.48,	
2459.39,	
2084.86,	
1700.9,	
1330.11,	
992.89,	
704.27,	
472.15,	
297.14,	
173.98,	
93.6,	
45.44,	
19.38,	
6.96,	
1.97,	
0.38,	
0.04,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0.02,	
0.23,	
1.37,	
5.23,	
15.31,	
37.29,	
79.07,	
150.48,	
262.1,	
423.58,	
641.35,	
916.41,	
1242.73,	
1606.94,	
1989.72,	
2368.67,	
2722.05,	
3032.26,	
3288.36,	
3486.78,	
3630.56,	
3727.5,	
3787.77,	
3821.87,	
3839.08,	
3846.55,	
3849.2,	
3849.89,	
3849.99,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3849.94,	
3849.48,	
3847.52,	
3841.61,	
3827.39,	
3798.27,	
3745.43,	
3658.58,	
3527.26,	
3342.88,	
3101.03,	
2803.48,	
2459.39,	
2084.86,	
1700.9,	
1330.11,	
992.89,	
704.27,	
472.15,	
297.14,	
173.98,	
93.6,	
45.44,	
19.38,	
6.96,	
1.97,	
0.38,	
0.04,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0.02,	
0.23,	
1.37,	
5.23,	
15.31,	
37.29,	
79.07,	
150.48,	
262.1,	
423.58,	
641.35,	
916.41,	
1242.73,	
1606.94,	
1989.72,	
2368.67,	
2722.05,	
3032.26,	
3288.36,	
3486.78,	
3630.56,	
3727.5,	
3787.77,	
3821.87,	
3839.08,	
3846.55,	
3849.2,	
3849.89,	
3849.99,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3849.94,	
3849.48,	
3847.52,	
3841.61,	
3827.39,	
3798.27,	
3745.43,	
3658.58,	
3527.26,	
3342.88,	
3101.03,	
2803.48,	
2459.39,	
2084.86,	
1700.9,	
1330.11,	
992.89,	
704.27,	
472.15,	
297.14,	
173.98,	
93.6,	
45.44,	
19.38,	
6.96,	
1.97,	
0.38,	
0.04,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0.02,	
0.23,	
1.37,	
5.23,	
15.31,	
37.29,	
79.07,	
150.48,	
262.1,	
423.58,	
641.35,	
916.41,	
1242.73,	
1606.94,	
1989.72,	
2368.67,	
2722.05,	
3032.26,	
3288.36,	
3486.78,	
3630.56,	
3727.5,	
3787.77,	
3821.87,	
3839.08,	
3846.55,	
3849.2,	
3849.89,	
3849.99,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3849.94,	
3849.48,	
3847.52,	
3841.61,	
3827.39,	
3798.27,	
3745.43,	
3658.58,	
3527.26,	
3342.88,	
3101.03,	
2803.48,	
2459.39,	
2084.86,	
1700.9,	
1330.11,	
992.89,	
704.27,	
472.15,	
297.14,	
173.98,	
93.6,	
45.44,	
19.38,	
6.96,	
1.97,	
0.38,	
0.04,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0.02,	
0.23,	
1.37,	
5.23,	
15.31,	
37.29,	
79.07,	
150.48,	
262.1,	
423.58,	
641.35,	
916.41,	
1242.73,	
1606.94,	
1989.72,	
2368.67,	
2722.05,	
3032.26,	
3288.36,	
3486.78,	
3630.56,	
3727.5,	
3787.77,	
3821.87,	
3839.08,	
3846.55,	
3849.2,	
3849.89,	
3849.99,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3849.94,	
3849.48,	
3847.52,	
3841.61,	
3827.39,	
3798.27,	
3745.43,	
3658.58,	
3527.26,	
3342.88,	
3101.03,	
2803.48,	
2459.39,	
2084.86,	
1700.9,	
1330.11,	
992.89,	
704.27,	
472.15,	
297.14,	
173.98,	
93.6,	
45.44,	
19.38,	
6.96,	
1.97,	
0.38,	
0.04,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0.02,	
0.23,	
1.37,	
5.23,	
15.31,	
37.29,	
79.07,	
150.48,	
262.1,	
423.58,	
641.35,	
916.41,	
1242.73,	
1606.94,	
1989.72,	
2368.67,	
2722.05,	
3032.26,	
3288.36,	
3486.78,	
3630.56,	
3727.5,	
3787.77,	
3821.87,	
3839.08,	
3846.55,	
3849.2,	
3849.89,	
3849.99,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3849.94,	
3849.48,	
3847.52,	
3841.61,	
3827.39,	
3798.27,	
3745.43,	
3658.58,	
3527.26,	
3342.88,	
3101.03,	
2803.48,	
2459.39,	
2084.86,	
1700.9,	
1330.11,	
992.89,	
704.27,	
472.15,	
297.14,	
173.98,	
93.6,	
45.44,	
19.38,	
6.96,	
1.97,	
0.38,	
0.04,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0.02,	
0.23,	
1.37,	
5.23,	
15.31,	
37.29,	
79.07,	
150.48,	
262.1,	
423.58,	
641.35,	
916.41,	
1242.73,	
1606.94,	
1989.72,	
2368.67,	
2722.05,	
3032.26,	
3288.36,	
3486.78,	
3630.56,	
3727.5,	
3787.77,	
3821.87,	
3839.08,	
3846.55,	
3849.2,	
3849.89,	
3849.99,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3849.94,	
3849.48,	
3847.52,	
3841.61,	
3827.39,	
3798.27,	
3745.43,	
3658.58,	
3527.26,	
3342.88,	
3101.03,	
2803.48,	
2459.39,	
2084.86,	
1700.9,	
1330.11,	
992.89,	
704.27,	
472.15,	
297.14,	
173.98,	
93.6,	
45.44,	
19.38,	
6.96,	
1.97,	
0.38,	
0.04,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0.02,	
0.23,	
1.37,	
5.23,	
15.31,	
37.29,	
79.07,	
150.48,	
262.1,	
423.58,	
641.35,	
916.41,	
1242.73,	
1606.94,	
1989.72,	
2368.67,	
2722.05,	
3032.26,	
3288.36,	
3486.78,	
3630.56,	
3727.5,	
3787.77,	
3821.87,	
3839.08,	
3846.55,	
3849.2,	
3849.89,	
3849.99,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3849.94,	
3849.48,	
3847.52,	
3841.61,	
3827.39,	
3798.27,	
3745.43,	
3658.58,	
3527.26,	
3342.88,	
3101.03,	
2803.48,	
2459.39,	
2084.86,	
1700.9,	
1330.11,	
992.89,	
704.27,	
472.15,	
297.14,	
173.98,	
93.6,	
45.44,	
19.38,	
6.96,	
1.97,	
0.38,	
0.04,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0.02,	
0.23,	
1.37,	
5.23,	
15.31,	
37.29,	
79.07,	
150.48,	
262.1,	
423.58,	
641.35,	
916.41,	
1242.73,	
1606.94,	
1989.72,	
2368.67,	
2722.05,	
3032.26,	
3288.36,	
3486.78,	
3630.56,	
3727.5,	
3787.77,	
3821.87,	
3839.08,	
3846.55,	
3849.2,	
3849.89,	
3849.99,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3849.94,	
3849.48,	
3847.52,	
3841.61,	
3827.39,	
3798.27,	
3745.43,	
3658.58,	
3527.26,	
3342.88,	
3101.03,	
2803.48,	
2459.39,	
2084.86,	
1700.9,	
1330.11,	
992.89,	
704.27,	
472.15,	
297.14,	
173.98,	
93.6,	
45.44,	
19.38,	
6.96,	
1.97,	
0.38,	
0.04,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0.02,	
0.23,	
1.37,	
5.23,	
15.31,	
37.29,	
79.07,	
150.48,	
262.1,	
423.58,	
641.35,	
916.41,	
1242.73,	
1606.94,	
1989.72,	
2368.67,	
2722.05,	
3032.26,	
3288.36,	
3486.78,	
3630.56,	
3727.5,	
3787.77,	
3821.87,	
3839.08,	
3846.55,	
3849.2,	
3849.89,	
3849.99,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3849.94,	
3849.48,	
3847.52,	
3841.61,	
3827.39,	
3798.27,	
3745.43,	
3658.58,	
3527.26,	
3342.88,	
3101.03,	
2803.48,	
2459.39,	
2084.86,	
1700.9,	
1330.11,	
992.89,	
704.27,	
472.15,	
297.14,	
173.98,	
93.6,	
45.44,	
19.38,	
6.96,	
1.97,	
0.38,	
0.04,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0.02,	
0.23,	
1.37,	
5.23,	
15.31,	
37.29,	
79.07,	
150.48,	
262.1,	
423.58,	
641.35,	
916.41,	
1242.73,	
1606.94,	
1989.72,	
2368.67,	
2722.05,	
3032.26,	
3288.36,	
3486.78,	
3630.56,	
3727.5,	
3787.77,	
3821.87,	
3839.08,	
3846.55,	
3849.2,	
3849.89,	
3849.99,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3849.94,	
3849.48,	
3847.52,	
3841.61,	
3827.39,	
3798.27,	
3745.43,	
3658.58,	
3527.26,	
3342.88,	
3101.03,	
2803.48,	
2459.39,	
2084.86,	
1700.9,	
1330.11,	
992.89,	
704.27,	
472.15,	
297.14,	
173.98,	
93.6,	
45.44,	
19.38,	
6.96,	
1.97,	
0.38,	
0.04,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0.02,	
0.23,	
1.37,	
5.23,	
15.31,	
37.29,	
79.07,	
150.48,	
262.1,	
423.58,	
641.35,	
916.41,	
1242.73,	
1606.94,	
1989.72,	
2368.67,	
2722.05,	
3032.26,	
3288.36,	
3486.78,	
3630.56,	
3727.5,	
3787.77,	
3821.87,	
3839.08,	
3846.55,	
3849.2,	
3849.89,	
3849.99,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3849.94,	
3849.48,	
3847.52,	
3841.61,	
3827.39,	
3798.27,	
3745.43,	
3658.58,	
3527.26,	
3342.88,	
3101.03,	
2803.48,	
2459.39,	
2084.86,	
1700.9,	
1330.11,	
992.89,	
704.27,	
472.15,	
297.14,	
173.98,	
93.6,	
45.44,	
19.38,	
6.96,	
1.97,	
0.38,	
0.04,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0.02,	
0.23,	
1.37,	
5.23,	
15.31,	
37.29,	
79.07,	
150.48,	
262.1,	
423.58,	
641.35,	
916.41,	
1242.73,	
1606.94,	
1989.72,	
2368.67,	
2722.05,	
3032.26,	
3288.36,	
3486.78,	
3630.56,	
3727.5,	
3787.77,	
3821.87,	
3839.08,	
3846.55,	
3849.2,	
3839.32,	Pressure not high enough
3839.32,	Pressure not high enough
3839.32,	Pressure not high enough
3839.32,	Pressure not high enough
3839.32,	Pressure not high enough
3839.32,	Pressure not high enough
3839.32,	Pressure not high enough
3839.32,	Pressure not high enough
3839.32,	Pressure not high enough
3839.32,	Pressure not high enough
3839.32,	Pressure not high enough
3839.32,	Pressure not high enough
3839.32,	Pressure not high enough
3839.32,	Pressure not high enough
3839.32,	Pressure not high enough
3839.32,	Pressure not high enough
3839.32,	Pressure not high enough
3839.32,	Pressure not high enough
3839.32,	Pressure not high enough
3839.32,	Pressure not high enough
3839.32,	Pressure not high enough
3839.32,	Pressure not high enough
3839.32,	Pressure not high enough
3839.32,	Pressure not high enough
3839.32,	Pressure not high enough
3839.32,	Pressure not high enough
3849.48,	
3847.52,	
3841.61,	
3827.39,	
3798.27,	
3745.43,	
3658.58,	
3527.26,	
3342.88,	
3101.03,	
2803.48,	
2459.39,	
2084.86,	
1700.9,	
1330.11,	
992.89,	
704.27,	
472.15,	
297.14,	
173.98,	
93.6,	
45.44,	
19.38,	
6.96,	
1.97,	
0.38,	
0.04,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0.02,	
0.23,	
1.37,	
5.23,	
15.31,	
37.29,	
79.07,	
150.48,	
262.1,	
423.58,	
641.35,	
916.41,	
1242.73,	
1606.94,	
1989.72,	
2368.67,	
2722.05,	
3032.26,	
3288.36,	
3486.78,	
3630.56,	
3727.5,	
3787.77,	
3821.87,	
3839.08,	
3846.55,	
3849.2,	
3849.89,	
3849.99,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3849.94,	
3849.48,	
3847.52,	
3841.61,	
3827.39,	
3798.27,	
3745.43,	
3658.58,	
3527.26,	
3342.88,	
3101.03,	
2803.48,	
2459.39,	
2084.86,	
1700.9,	
1330.11,	
992.89,	
704.27,	
472.15,	
297.14,	
173.98,	
93.6,	
45.44,	
19.38,	
6.96,	
1.97,	
0.38,	
0.04,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0.02,	
0.23,	
1.37,	
5.23,	
15.31,	
37.29,	
79.07,	
150.48,	
262.1,	
423.58,	
641.35,	
916.41,	
1242.73,	
1606.94,	
1989.72,	
2368.67,	
2722.05,	
3032.26,	
3288.36,	
3486.78,	
3630.56,	
3727.5,	
3787.77,	
3821.87,	
3839.08,	
3846.55,	
3849.2,	
3849.89,	
3849.99,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3849.94,	
3849.48,	
3847.52,	
3841.61,	
3827.39,	
3798.27,	
3745.43,	
3658.58,	
3527.26,	
3342.88,	
3101.03,	
2803.48,	
2459.39,	
2084.86,	
1700.9,	
1330.11,	
992.89,	
704.27,	
472.15,	
297.14,	
173.98,	
93.6,	
45.44,	
19.38,	
6.96,	
1.97,	
0.38,	
0.04,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0.02,	
0.23,	
1.37,	
5.23,	
15.31,	
37.29,	
79.07,	
150.48,	
262.1,	
423.58,	
641.35,	
916.41,	
1242.73,	
1606.94,	
1989.72,	
2368.67,	
2722.05,	
3032.26,	
3288.36,	
3486.78,	
3630.56,	
3727.5,	
3787.77,	
3821.87,	
3839.08,	
3846.55,	
3849.2,	
3849.89,	
3849.99,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3849.94,	
3849.48,	
3847.52,	
3841.61,	
3827.39,	
3798.27,	
3745.43,	
3658.58,	
3527.26,	
3342.88,	
3101.03,	
2803.48,	
2459.39,	
2084.86,	
1700.9,	
1330.11,	
992.89,	
704.27,	
472.15,	
297.14,	
173.98,	
93.6,	
45.44,	
19.38,	
6.96,	
1.97,	
0.38,	
0.04,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0.02,	
0.23,	
1.37,	
5.23,	
15.31,	
37.29,	
79.07,	
150.48,	
262.1,	
423.58,	
641.35,	
916.41,	
1242.73,	
1606.94,	
1989.72,	
2368.67,	
2722.05,	
3032.26,	
3288.36,	
3486.78,	
3630.56,	
3727.5,	
3787.77,	
3821.87,	
3839.08,	
3846.55,	
3849.2,	
3849.89,	
3849.99,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3850,	
3849.94,	
3849.48,	
3847.52,	
3841.61,	
3827.39,	
3798.27,	
3745.43,	
3658.58,	
3527.26,	
3342.88,	
3101.03,	
2803.48,	
2459.39,	
2084.86,	
1700.9,	
1330.11,	
992.89,	
704.27,	
472.15,	
297.14,	
173.98,	
93.6,	
45.44,	
19.38,	
6.96,	
1.97,	
0.38,	
0.04,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0,	
0.02,	
0.23,	
1.37,	
5.23,	
15.31,	
37.29,	
79.07,	
150.48,	
262.1,	
423.58,	
641.35,	
916.41,	
1242.73,	
1606.94,	
1989.72,	
2368.67,	
2722.05,	
3032.26,	
3288.36,	
3486.78,	
3630.56,	
3727.5,	
3787.77,	
3821.87,	
3839.08,	
3846.55,	
3849.2,	
3849.89,	
